budget_year,fund_type,department,branch,program,category,account_type,budget 
2024,Tax Supported,City Manager,Fire Rescue Services,CM/FRS - Public Safety,"Materials, Goods, and Supplies",Expense,66000.00
2024,Tax Supported,City Manager,Fire Rescue Services,CM/FRS - Public Safety,Personnel,Expense,9815000.00
2024,Tax Supported,City Manager,Fire Rescue Services,CM/FRS - Public Safety,Utilities and Other Charges,Expense,87000.00
2024,Tax Supported,City Manager,Fire Rescue Services,CM/FRS - Technical Services,External Services,Expense,135000.00
2024,Tax Supported,City Manager,Fire Rescue Services,CM/FRS - Technical Services,FTEs Only,Expense,0.00
2024,Tax Supported,City Manager,Fire Rescue Services,CM/FRS - Technical Services,Intra-municipal Charges,Expense,24000.00
2024,Tax Supported,City Manager,Fire Rescue Services,CM/FRS - Technical Services,"Materials, Goods, and Supplies",Expense,1900000.00
2024,Tax Supported,City Manager,Fire Rescue Services,CM/FRS - Technical Services,Personnel,Expense,8169000.00
2024,Tax Supported,City Manager,Fire Rescue Services,CM/FRS - Technical Services,Utilities and Other Charges,Expense,499000.00
2024,Tax Supported,City Manager,Fire Rescue Services,CM/FRS - Training and Logistics,External Services,Expense,253000.00
2024,Tax Supported,City Manager,Fire Rescue Services,CM/FRS - Training and Logistics,Fleet Services,Expense,15948000.00
2024,Tax Supported,City Manager,Fire Rescue Services,CM/FRS - Training and Logistics,FTEs Only,Expense,0.00
2024,Tax Supported,City Manager,Fire Rescue Services,CM/FRS - Training and Logistics,Intra-municipal Charges,Expense,558000.00
2024,Tax Supported,City Manager,Fire Rescue Services,CM/FRS - Training and Logistics,"Materials, Goods, and Supplies",Expense,5787000.00
2024,Tax Supported,City Manager,Fire Rescue Services,CM/FRS - Training and Logistics,Personnel,Expense,9271000.00
2024,Tax Supported,City Manager,Fire Rescue Services,CM/FRS - Training and Logistics,Utilities and Other Charges,Expense,155000.00
2024,Tax Supported,City Manager,Legal Services,CM/LGL - Corporate Security,External Services,Expense,975000.00
2024,Tax Supported,City Manager,Legal Services,CM/LGL - Corporate Security,Fleet Services,Expense,21000.00
2024,Tax Supported,City Manager,Legal Services,CM/LGL - Corporate Security,FTEs Only,Expense,0.00
2024,Tax Supported,City Manager,Legal Services,CM/LGL - Corporate Security,Intra-municipal Charges,Expense,18000.00
2024,Tax Supported,City Manager,Legal Services,CM/LGL - Corporate Security,Intra-municipal Recoveries,Expense,-112000.00
2024,Tax Supported,City Manager,Legal Services,CM/LGL - Corporate Security,"Materials, Goods, and Supplies",Expense,72000.00
2024,Tax Supported,City Manager,Legal Services,CM/LGL - Corporate Security,Personnel,Expense,1393000.00
2024,Tax Supported,City Manager,Legal Services,CM/LGL - Corporate Security,Utilities and Other Charges,Expense,11000.00
2024,Tax Supported,City Manager,Legal Services,CM/LGL - Legal Services,External Services,Expense,255000.00
2024,Tax Supported,City Manager,Legal Services,CM/LGL - Legal Services,FTEs Only,Expense,0.00
2024,Tax Supported,City Manager,Legal Services,CM/LGL - Legal Services,Intra-municipal Charges,Expense,230000.00
2024,Tax Supported,City Manager,Legal Services,CM/LGL - Legal Services,Intra-municipal Recoveries,Expense,-4353000.00
2024,Tax Supported,City Manager,Legal Services,CM/LGL - Legal Services,"Materials, Goods, and Supplies",Expense,677000.00
2024,Tax Supported,City Manager,Legal Services,CM/LGL - Legal Services,Personnel,Expense,12732000.00
2024,Tax Supported,City Manager,Legal Services,CM/LGL - Legal Services,Utilities and Other Charges,Expense,207000.00
2024,Tax Supported,City Manager,Legal Services,CM/LGL - Risk Management,External Services,Expense,8000.00
2024,Tax Supported,City Manager,Legal Services,CM/LGL - Risk Management,FTEs Only,Expense,0.00
2024,Tax Supported,City Manager,Legal Services,CM/LGL - Risk Management,Intra-municipal Charges,Expense,20000.00
2024,Tax Supported,City Manager,Legal Services,CM/LGL - Risk Management,Intra-municipal Recoveries,Expense,-76000.00
2024,Tax Supported,City Manager,Legal Services,CM/LGL - Risk Management,"Materials, Goods, and Supplies",Expense,20000.00
2024,Tax Supported,City Manager,Legal Services,CM/LGL - Risk Management,Personnel,Expense,1852000.00
2024,Tax Supported,City Manager,Legal Services,CM/LGL - Risk Management,Utilities and Other Charges,Expense,10000.00
2024,Tax Supported,City Manager,Office of the City Clerk,CM/OCC - Elections and Census,External Services,Expense,288000.00
2024,Tax Supported,City Manager,Office of the City Clerk,CM/OCC - Elections and Census,FTEs Only,Expense,0.00
2024,Tax Supported,City Manager,Office of the City Clerk,CM/OCC - Elections and Census,"Materials, Goods, and Supplies",Expense,1292000.00
2024,Tax Supported,City Manager,Office of the City Clerk,CM/OCC - Elections and Census,Personnel,Expense,1411000.00
2024,Tax Supported,City Manager,Office of the City Clerk,CM/OCC - Elections and Census,Utilities and Other Charges,Expense,13000.00
2024,Tax Supported,City Manager,Office of the City Clerk,"CM/OCC - Governance, Tribunals, Corporate Information Governance and Administration",External Services,Expense,1455000.00
2024,Tax Supported,City Manager,Office of the City Clerk,"CM/OCC - Governance, Tribunals, Corporate Information Governance and Administration",Fleet Services,Expense,20000.00
2024,Tax Supported,City Manager,Office of the City Clerk,"CM/OCC - Governance, Tribunals, Corporate Information Governance and Administration",FTEs Only,Expense,0.00
2024,Tax Supported,City Manager,Office of the City Clerk,"CM/OCC - Governance, Tribunals, Corporate Information Governance and Administration",Intra-municipal Charges,Expense,188000.00
2024,Tax Supported,City Manager,Office of the City Clerk,"CM/OCC - Governance, Tribunals, Corporate Information Governance and Administration","Materials, Goods, and Supplies",Expense,377000.00
2024,Tax Supported,City Manager,Office of the City Clerk,"CM/OCC - Governance, Tribunals, Corporate Information Governance and Administration",Personnel,Expense,6480000.00
2024,Tax Supported,City Manager,Office of the City Clerk,"CM/OCC - Governance, Tribunals, Corporate Information Governance and Administration",Utilities and Other Charges,Expense,5204000.00
2024,Tax Supported,City Manager,Office of the City Clerk,CM/OCC - Office of the Integrity Commissioner,External Services,Expense,150000.00
2024,Tax Supported,Community Services,Community Recreation and Culture,CS/CRC - Business Performance Program,External Services,Expense,136000.00
2024,Tax Supported,Community Services,Community Recreation and Culture,CS/CRC - Business Performance Program,FTEs Only,Expense,0.00
2024,Tax Supported,Community Services,Community Recreation and Culture,CS/CRC - Business Performance Program,Intra-municipal Charges,Expense,25000.00
2024,Tax Supported,Community Services,Community Recreation and Culture,CS/CRC - Business Performance Program,"Materials, Goods, and Supplies",Expense,201000.00
2024,Tax Supported,Community Services,Community Recreation and Culture,CS/CRC - Business Performance Program,Personnel,Expense,3631000.00
2024,Tax Supported,Community Services,Community Recreation and Culture,CS/CRC - Business Performance Program,Utilities and Other Charges,Expense,89000.00
2024,Tax Supported,Community Services,Community Recreation and Culture,CS/CRC - Civic Events and Partnerships,External Services,Expense,2144000.00
2024,Tax Supported,Community Services,Community Recreation and Culture,CS/CRC - Civic Events and Partnerships,Fleet Services,Expense,9000.00
2024,Tax Supported,Community Services,Community Recreation and Culture,CS/CRC - Civic Events and Partnerships,FTEs Only,Expense,0.00
2024,Tax Supported,Community Services,Community Recreation and Culture,CS/CRC - Civic Events and Partnerships,Intra-municipal Charges,Expense,1260000.00
2024,Tax Supported,Community Services,Community Recreation and Culture,CS/CRC - Civic Events and Partnerships,"Materials, Goods, and Supplies",Expense,124000.00
2024,Tax Supported,Community Services,Community Recreation and Culture,CS/CRC - Civic Events and Partnerships,Personnel,Expense,2944000.00
2024,Tax Supported,Community Services,Community Recreation and Culture,CS/CRC - Civic Events and Partnerships,Utilities and Other Charges,Expense,1994000.00
2024,Tax Supported,Community Services,Community Recreation and Culture,CS/CRC - Facility Operations,External Services,Expense,8573000.00
2024,Tax Supported,Community Services,Community Recreation and Culture,CS/CRC - Facility Operations,Fleet Services,Expense,2953000.00
2024,Tax Supported,Community Services,Community Recreation and Culture,CS/CRC - Facility Operations,FTEs Only,Expense,0.00
2024,Tax Supported,Community Services,Community Recreation and Culture,CS/CRC - Facility Operations,Intra-municipal Charges,Expense,2977000.00
2024,Tax Supported,Community Services,Community Recreation and Culture,CS/CRC - Facility Operations,Intra-municipal Recoveries,Expense,-24000.00
2024,Tax Supported,Community Services,Community Recreation and Culture,CS/CRC - Facility Operations,"Materials, Goods, and Supplies",Expense,9184000.00
2024,Tax Supported,Community Services,Community Recreation and Culture,CS/CRC - Facility Operations,Personnel,Expense,71976000.00
2024,Tax Supported,Community Services,Community Recreation and Culture,CS/CRC - Facility Operations,Transfer to Reserves,Expense,1311000.00
2024,Tax Supported,Community Services,Community Recreation and Culture,CS/CRC - Facility Operations,Utilities and Other Charges,Expense,19584000.00
2024,Tax Supported,Community Services,Community Recreation and Culture,CS/CRC - Partnership and Organizational Development,Personnel,Expense,-46000.00
2024,Tax Supported,Community Services,Community Recreation and Culture,CS/CRC - River Valley Parks and Facilities,External Services,Expense,381000.00
2024,Tax Supported,Community Services,Community Recreation and Culture,CS/CRC - River Valley Parks and Facilities,Fleet Services,Expense,648000.00
2024,Tax Supported,Community Services,Community Recreation and Culture,CS/CRC - River Valley Parks and Facilities,FTEs Only,Expense,0.00
2024,Tax Supported,Community Services,Community Recreation and Culture,CS/CRC - River Valley Parks and Facilities,Intra-municipal Charges,Expense,278000.00
2024,Tax Supported,Community Services,Community Recreation and Culture,CS/CRC - River Valley Parks and Facilities,"Materials, Goods, and Supplies",Expense,346000.00
2024,Tax Supported,Community Services,Community Recreation and Culture,CS/CRC - River Valley Parks and Facilities,Personnel,Expense,2679000.00
2024,Tax Supported,Community Services,Community Recreation and Culture,CS/CRC - River Valley Parks and Facilities,Utilities and Other Charges,Expense,1623000.00
2024,Tax Supported,Community Services,Community Recreation and Culture,CS/CRC - Strategic Design,Personnel,Expense,-69000.00
2024,Tax Supported,Community Services,Community Standards and Neighbourhoods,CIT/CSN - Neighbourhoods Services,External Services,Expense,861000.00
2024,Tax Supported,Community Services,Community Standards and Neighbourhoods,CIT/CSN - Neighbourhoods Services,FTEs Only,Expense,0.00
2024,Tax Supported,Community Services,Community Standards and Neighbourhoods,CIT/CSN - Neighbourhoods Services,Intra-municipal Charges,Expense,18000.00
2024,Tax Supported,Community Services,Community Standards and Neighbourhoods,CIT/CSN - Neighbourhoods Services,"Materials, Goods, and Supplies",Expense,98000.00
2024,Tax Supported,Community Services,Community Standards and Neighbourhoods,CIT/CSN - Neighbourhoods Services,Personnel,Expense,8591000.00
2024,Tax Supported,Community Services,Community Standards and Neighbourhoods,CIT/CSN - Neighbourhoods Services,Utilities and Other Charges,Expense,502000.00
2024,Tax Supported,Community Services,Community Standards and Neighbourhoods,CS/CSN - Animal Care and Pest Management,External Services,Expense,526000.00
2024,Tax Supported,Community Services,Community Standards and Neighbourhoods,CS/CSN - Animal Care and Pest Management,Fleet Services,Expense,1543000.00
2024,Tax Supported,Community Services,Community Standards and Neighbourhoods,CS/CSN - Animal Care and Pest Management,FTEs Only,Expense,0.00
2024,Tax Supported,Community Services,Community Standards and Neighbourhoods,CS/CSN - Animal Care and Pest Management,Intra-municipal Charges,Expense,429000.00
2024,Tax Supported,Community Services,Community Standards and Neighbourhoods,CS/CSN - Animal Care and Pest Management,Intra-municipal Recoveries,Expense,-15000.00
2024,Tax Supported,Community Services,Community Standards and Neighbourhoods,CS/CSN - Animal Care and Pest Management,"Materials, Goods, and Supplies",Expense,822000.00
2024,Tax Supported,Community Services,Community Standards and Neighbourhoods,CS/CSN - Animal Care and Pest Management,Personnel,Expense,9314000.00
2024,Tax Supported,Community Services,Community Standards and Neighbourhoods,CS/CSN - Animal Care and Pest Management,Utilities and Other Charges,Expense,861000.00
2024,Tax Supported,Community Services,Community Standards and Neighbourhoods,CS/CSN - Enforcement and Program Services,External Services,Expense,4450000.00
2024,Tax Supported,Community Services,Community Standards and Neighbourhoods,CS/CSN - Enforcement and Program Services,Fleet Services,Expense,23000.00
2024,Tax Supported,Community Services,Community Standards and Neighbourhoods,CS/CSN - Enforcement and Program Services,FTEs Only,Expense,0.00
2024,Tax Supported,Community Services,Community Standards and Neighbourhoods,CS/CSN - Enforcement and Program Services,Intra-municipal Charges,Expense,318000.00
2024,Tax Supported,Community Services,Community Standards and Neighbourhoods,CS/CSN - Enforcement and Program Services,Intra-municipal Recoveries,Expense,-264000.00
2024,Tax Supported,Community Services,Community Standards and Neighbourhoods,CS/CSN - Enforcement and Program Services,"Materials, Goods, and Supplies",Expense,977000.00
2024,Tax Supported,Community Services,Community Standards and Neighbourhoods,CS/CSN - Enforcement and Program Services,Personnel,Expense,23946000.00
2024,Tax Supported,Community Services,Community Standards and Neighbourhoods,CS/CSN - Enforcement and Program Services,Utilities and Other Charges,Expense,559000.00
2024,Tax Supported,Community Services,Social Development,CS/SD - Affordable Housing and Homelessness,Debt,Expense,882000.00
2024,Tax Supported,Community Services,Social Development,CS/SD - Affordable Housing and Homelessness,External Services,Expense,4280000.00
2024,Tax Supported,Community Services,Social Development,CS/SD - Affordable Housing and Homelessness,FTEs Only,Expense,0.00
2024,Tax Supported,Community Services,Social Development,CS/SD - Affordable Housing and Homelessness,"Materials, Goods, and Supplies",Expense,10000.00
2024,Tax Supported,Community Services,Social Development,CS/SD - Affordable Housing and Homelessness,Personnel,Expense,3358000.00
2024,Tax Supported,Community Services,Social Development,CS/SD - Affordable Housing and Homelessness,Utilities and Other Charges,Expense,19968000.00
2024,Tax Supported,Community Services,Social Development,CS/SD - Community Resources,External Services,Expense,1077000.00
2024,Tax Supported,Community Services,Social Development,CS/SD - Community Resources,FTEs Only,Expense,0.00
2024,Tax Supported,Community Services,Social Development,CS/SD - Community Resources,Intra-municipal Charges,Expense,93000.00
2024,Tax Supported,Community Services,Social Development,CS/SD - Community Resources,"Materials, Goods, and Supplies",Expense,309000.00
2024,Tax Supported,Community Services,Social Development,CS/SD - Community Resources,Personnel,Expense,2298000.00
2024,Tax Supported,Community Services,Social Development,CS/SD - Community Resources,Utilities and Other Charges,Expense,26483000.00
2024,Tax Supported,Community Services,Social Development,CS/SD - Indigenous Relations,External Services,Expense,468000.00
2024,Tax Supported,Community Services,Social Development,CS/SD - Indigenous Relations,FTEs Only,Expense,0.00
2024,Tax Supported,Community Services,Social Development,CS/SD - Indigenous Relations,Intra-municipal Charges,Expense,30000.00
2024,Tax Supported,Community Services,Social Development,CS/SD - Indigenous Relations,"Materials, Goods, and Supplies",Expense,14000.00
2024,Tax Supported,Community Services,Social Development,CS/SD - Indigenous Relations,Personnel,Expense,2495000.00
2024,Tax Supported,Community Services,Social Development,CS/SD - Indigenous Relations,Utilities and Other Charges,Expense,1059000.00
2024,Tax Supported,Community Services,Social Development,CS/SD - Safe and Healthy Communities,External Services,Expense,1580000.00
2024,Tax Supported,Community Services,Social Development,CS/SD - Safe and Healthy Communities,FTEs Only,Expense,0.00
2024,Tax Supported,Community Services,Social Development,CS/SD - Safe and Healthy Communities,Intra-municipal Charges,Expense,30000.00
2024,Tax Supported,Community Services,Social Development,CS/SD - Safe and Healthy Communities,"Materials, Goods, and Supplies",Expense,83000.00
2024,Tax Supported,Community Services,Social Development,CS/SD - Safe and Healthy Communities,Personnel,Expense,5287000.00
2024,Tax Supported,Community Services,Social Development,CS/SD - Safe and Healthy Communities,Utilities and Other Charges,Expense,174000.00
2024,Tax Supported,Community Services,Social Development,CS/SD - Social Identity and Social Inclusion,External Services,Expense,443000.00
2024,Tax Supported,Community Services,Social Development,CS/SD - Social Identity and Social Inclusion,FTEs Only,Expense,0.00
2024,Tax Supported,Community Services,Social Development,CS/SD - Social Identity and Social Inclusion,"Materials, Goods, and Supplies",Expense,27000.00
2024,Tax Supported,Community Services,Social Development,CS/SD - Social Identity and Social Inclusion,Personnel,Expense,1794000.00
2024,Tax Supported,Community Services,Social Development,CS/SD - Social Identity and Social Inclusion,Utilities and Other Charges,Expense,2239000.00
2024,Tax Supported,Employee Services,Employee Relations and Compensation,ES/ERC - Compensation and Classification,External Services,Expense,73000.00
2024,Tax Supported,Employee Services,Employee Relations and Compensation,ES/ERC - Compensation and Classification,FTEs Only,Expense,0.00
2024,Tax Supported,Employee Services,Employee Relations and Compensation,ES/ERC - Compensation and Classification,Intra-municipal Recoveries,Expense,-109000.00
2024,Tax Supported,Employee Services,Employee Relations and Compensation,ES/ERC - Compensation and Classification,Personnel,Expense,1370000.00
2024,Tax Supported,Employee Services,Employee Relations and Compensation,ES/ERC - Labour Relations,External Services,Expense,24000.00
2024,Tax Supported,Employee Services,Employee Relations and Compensation,ES/ERC - Labour Relations,FTEs Only,Expense,0.00
2024,Tax Supported,Employee Services,Employee Relations and Compensation,ES/ERC - Labour Relations,Intra-municipal Charges,Expense,38000.00
2024,Tax Supported,Employee Services,Employee Relations and Compensation,ES/ERC - Labour Relations,Intra-municipal Recoveries,Expense,-275000.00
2024,Tax Supported,Employee Services,Employee Relations and Compensation,ES/ERC - Labour Relations,"Materials, Goods, and Supplies",Expense,165000.00
2024,Tax Supported,Employee Services,Employee Relations and Compensation,ES/ERC - Labour Relations,Personnel,Expense,3497000.00
2024,Tax Supported,Employee Services,Employee Relations and Compensation,ES/ERC - Labour Relations,Utilities and Other Charges,Expense,28000.00
2024,Tax Supported,Employee Services,"HR Strategic Services, Learning and Organization Development",ES/HLO - Employee Development and Training,External Services,Expense,156000.00
2024,Tax Supported,Employee Services,"HR Strategic Services, Learning and Organization Development",ES/HLO - Employee Development and Training,FTEs Only,Expense,0.00
2024,Tax Supported,Employee Services,"HR Strategic Services, Learning and Organization Development",ES/HLO - Employee Development and Training,Intra-municipal Charges,Expense,4000.00
2024,Tax Supported,Employee Services,"HR Strategic Services, Learning and Organization Development",ES/HLO - Employee Development and Training,Intra-municipal Recoveries,Expense,-157000.00
2024,Tax Supported,Employee Services,"HR Strategic Services, Learning and Organization Development",ES/HLO - Employee Development and Training,"Materials, Goods, and Supplies",Expense,33000.00
2024,Tax Supported,Employee Services,"HR Strategic Services, Learning and Organization Development",ES/HLO - Employee Development and Training,Personnel,Expense,1899000.00
2024,Tax Supported,Employee Services,"HR Strategic Services, Learning and Organization Development",ES/HLO - Employee Development and Training,Utilities and Other Charges,Expense,13000.00
2024,Tax Supported,Employee Services,"HR Strategic Services, Learning and Organization Development",ES/HLO - Human Resource Management,External Services,Expense,41000.00
2024,Tax Supported,Employee Services,"HR Strategic Services, Learning and Organization Development",ES/HLO - Human Resource Management,FTEs Only,Expense,0.00
2024,Tax Supported,Employee Services,"HR Strategic Services, Learning and Organization Development",ES/HLO - Human Resource Management,Intra-municipal Charges,Expense,28000.00
2024,Tax Supported,Employee Services,"HR Strategic Services, Learning and Organization Development",ES/HLO - Human Resource Management,Intra-municipal Recoveries,Expense,-281000.00
2024,Tax Supported,Employee Services,"HR Strategic Services, Learning and Organization Development",ES/HLO - Human Resource Management,"Materials, Goods, and Supplies",Expense,32000.00
2024,Tax Supported,Employee Services,"HR Strategic Services, Learning and Organization Development",ES/HLO - Human Resource Management,Personnel,Expense,3522000.00
2024,Tax Supported,Employee Services,"HR Strategic Services, Learning and Organization Development",ES/HLO - Human Resource Management,Utilities and Other Charges,Expense,14000.00
2024,Tax Supported,Employee Services,"Talent Acquisition, Service and Solutions",ES/TAS - Employee Service Centre,External Services,Expense,59000.00
2024,Tax Supported,Employee Services,"Talent Acquisition, Service and Solutions",ES/TAS - Employee Service Centre,FTEs Only,Expense,0.00
2024,Tax Supported,Employee Services,"Talent Acquisition, Service and Solutions",ES/TAS - Employee Service Centre,Intra-municipal Charges,Expense,199000.00
2024,Tax Supported,Employee Services,"Talent Acquisition, Service and Solutions",ES/TAS - Employee Service Centre,Intra-municipal Recoveries,Expense,-236000.00
2024,Tax Supported,Employee Services,"Talent Acquisition, Service and Solutions",ES/TAS - Employee Service Centre,"Materials, Goods, and Supplies",Expense,72000.00
2024,Tax Supported,Employee Services,"Talent Acquisition, Service and Solutions",ES/TAS - Employee Service Centre,Personnel,Expense,3414000.00
2024,Tax Supported,Employee Services,"Talent Acquisition, Service and Solutions",ES/TAS - Employee Service Centre,Utilities and Other Charges,Expense,24000.00
2024,Tax Supported,Employee Services,"Talent Acquisition, Service and Solutions",ES/TAS - Respect in the Workplace,External Services,Expense,570000.00
2024,Tax Supported,Employee Services,"Talent Acquisition, Service and Solutions",ES/TAS - Respect in the Workplace,FTEs Only,Expense,0.00
2024,Tax Supported,Employee Services,"Talent Acquisition, Service and Solutions",ES/TAS - Respect in the Workplace,Intra-municipal Charges,Expense,74000.00
2024,Tax Supported,Employee Services,"Talent Acquisition, Service and Solutions",ES/TAS - Respect in the Workplace,Intra-municipal Recoveries,Expense,-305000.00
2024,Tax Supported,Employee Services,"Talent Acquisition, Service and Solutions",ES/TAS - Respect in the Workplace,"Materials, Goods, and Supplies",Expense,472000.00
2024,Tax Supported,Employee Services,"Talent Acquisition, Service and Solutions",ES/TAS - Respect in the Workplace,Personnel,Expense,3165000.00
2024,Tax Supported,Employee Services,"Talent Acquisition, Service and Solutions",ES/TAS - Respect in the Workplace,Utilities and Other Charges,Expense,173000.00
2024,Tax Supported,Employee Services,"Talent Acquisition, Service and Solutions",ES/TAS - Talent Acquisition,External Services,Expense,1537000.00
2024,Tax Supported,Employee Services,"Talent Acquisition, Service and Solutions",ES/TAS - Talent Acquisition,FTEs Only,Expense,0.00
2024,Tax Supported,Employee Services,"Talent Acquisition, Service and Solutions",ES/TAS - Talent Acquisition,Intra-municipal Charges,Expense,4000.00
2024,Tax Supported,Employee Services,"Talent Acquisition, Service and Solutions",ES/TAS - Talent Acquisition,Intra-municipal Recoveries,Expense,-4404000.00
2024,Tax Supported,Employee Services,"Talent Acquisition, Service and Solutions",ES/TAS - Talent Acquisition,"Materials, Goods, and Supplies",Expense,235000.00
2024,Tax Supported,Employee Services,"Talent Acquisition, Service and Solutions",ES/TAS - Talent Acquisition,Personnel,Expense,5368000.00
2024,Tax Supported,Employee Services,"Talent Acquisition, Service and Solutions",ES/TAS - Talent Acquisition,Utilities and Other Charges,Expense,49000.00
2024,Tax Supported,Employee Services,"Talent Acquisition, Service and Solutions",ES/TAS - Workforce Systems and Analytics,External Services,Expense,25000.00
2024,Tax Supported,Employee Services,"Talent Acquisition, Service and Solutions",ES/TAS - Workforce Systems and Analytics,FTEs Only,Expense,0.00
2024,Tax Supported,Employee Services,"Talent Acquisition, Service and Solutions",ES/TAS - Workforce Systems and Analytics,Intra-municipal Charges,Expense,56000.00
2024,Tax Supported,Employee Services,"Talent Acquisition, Service and Solutions",ES/TAS - Workforce Systems and Analytics,Intra-municipal Recoveries,Expense,-268000.00
2024,Tax Supported,Employee Services,"Talent Acquisition, Service and Solutions",ES/TAS - Workforce Systems and Analytics,"Materials, Goods, and Supplies",Expense,855000.00
2024,Tax Supported,Employee Services,"Talent Acquisition, Service and Solutions",ES/TAS - Workforce Systems and Analytics,Personnel,Expense,3148000.00
2024,Tax Supported,Employee Services,"Talent Acquisition, Service and Solutions",ES/TAS - Workforce Systems and Analytics,Utilities and Other Charges,Expense,17000.00
2024,Tax Supported,Employee Services,Workforce Safety and Employee Health,"ES/WSEH - Disability Management, Wellness and Mental Health",External Services,Expense,813000.00
2024,Tax Supported,Employee Services,Workforce Safety and Employee Health,"ES/WSEH - Disability Management, Wellness and Mental Health",FTEs Only,Expense,0.00
2024,Tax Supported,Employee Services,Workforce Safety and Employee Health,"ES/WSEH - Disability Management, Wellness and Mental Health",Intra-municipal Charges,Expense,70000.00
2024,Tax Supported,Employee Services,Workforce Safety and Employee Health,"ES/WSEH - Disability Management, Wellness and Mental Health",Intra-municipal Recoveries,Expense,-613000.00
2024,Tax Supported,Employee Services,Workforce Safety and Employee Health,"ES/WSEH - Disability Management, Wellness and Mental Health","Materials, Goods, and Supplies",Expense,9000.00
2024,Tax Supported,Employee Services,Workforce Safety and Employee Health,"ES/WSEH - Disability Management, Wellness and Mental Health",Personnel,Expense,2296000.00
2024,Tax Supported,Employee Services,Workforce Safety and Employee Health,"ES/WSEH - Disability Management, Wellness and Mental Health",Utilities and Other Charges,Expense,4000.00
2024,Tax Supported,Employee Services,Workforce Safety and Employee Health,ES/WSEH - Occupational Health and Safety,FTEs Only,Expense,0.00
2024,Tax Supported,Employee Services,Workforce Safety and Employee Health,ES/WSEH - Occupational Health and Safety,Intra-municipal Charges,Expense,31000.00
2024,Tax Supported,Employee Services,Workforce Safety and Employee Health,ES/WSEH - Occupational Health and Safety,Intra-municipal Recoveries,Expense,-1264000.00
2024,Tax Supported,Employee Services,Workforce Safety and Employee Health,ES/WSEH - Occupational Health and Safety,"Materials, Goods, and Supplies",Expense,8000.00
2024,Tax Supported,Employee Services,Workforce Safety and Employee Health,ES/WSEH - Occupational Health and Safety,Personnel,Expense,3370000.00
2024,Tax Supported,Employee Services,Workforce Safety and Employee Health,ES/WSEH - Occupational Health and Safety,Utilities and Other Charges,Expense,16000.00
2024,Tax Supported,Employee Services,Workforce Safety and Employee Health,ES/WSEH - Safety Systems and Health Services,External Services,Expense,295000.00
2024,Tax Supported,Employee Services,Workforce Safety and Employee Health,ES/WSEH - Safety Systems and Health Services,FTEs Only,Expense,0.00
2024,Tax Supported,Employee Services,Workforce Safety and Employee Health,ES/WSEH - Safety Systems and Health Services,Intra-municipal Charges,Expense,78000.00
2024,Tax Supported,Employee Services,Workforce Safety and Employee Health,ES/WSEH - Safety Systems and Health Services,Intra-municipal Recoveries,Expense,-305000.00
2024,Tax Supported,Employee Services,Workforce Safety and Employee Health,ES/WSEH - Safety Systems and Health Services,"Materials, Goods, and Supplies",Expense,174000.00
2024,Tax Supported,Employee Services,Workforce Safety and Employee Health,ES/WSEH - Safety Systems and Health Services,Personnel,Expense,2218000.00
2024,Tax Supported,Employee Services,Workforce Safety and Employee Health,ES/WSEH - Safety Systems and Health Services,Utilities and Other Charges,Expense,86000.00
2024,Tax Supported,Financial and Corporate Services,Assessment and Taxation,FCS/AST - Assessment,External Services,Expense,1534000.00
2024,Tax Supported,Financial and Corporate Services,Assessment and Taxation,FCS/AST - Assessment,FTEs Only,Expense,0.00
2024,Tax Supported,Financial and Corporate Services,Assessment and Taxation,FCS/AST - Assessment,Intra-municipal Charges,Expense,451000.00
2024,Tax Supported,Financial and Corporate Services,Assessment and Taxation,FCS/AST - Assessment,"Materials, Goods, and Supplies",Expense,700000.00
2024,Tax Supported,Financial and Corporate Services,Assessment and Taxation,FCS/AST - Assessment,Personnel,Expense,13710000.00
2024,Tax Supported,Financial and Corporate Services,Assessment and Taxation,FCS/AST - Assessment,Utilities and Other Charges,Expense,237000.00
2024,Tax Supported,Financial and Corporate Services,Assessment and Taxation,FCS/AST - Taxation,FTEs Only,Expense,0.00
2024,Tax Supported,Financial and Corporate Services,Assessment and Taxation,FCS/AST - Taxation,Personnel,Expense,2363000.00
2024,Tax Supported,Financial and Corporate Services,Corporate Procurement and Supply Services,FCS/CPSS - Contract Management and Continuous Improvement,FTEs Only,Expense,0.00
2024,Tax Supported,Financial and Corporate Services,Corporate Procurement and Supply Services,FCS/CPSS - Contract Management and Continuous Improvement,Intra-municipal Charges,Expense,41000.00
2024,Tax Supported,Financial and Corporate Services,Corporate Procurement and Supply Services,FCS/CPSS - Contract Management and Continuous Improvement,Intra-municipal Recoveries,Expense,-119000.00
2024,Tax Supported,Financial and Corporate Services,Corporate Procurement and Supply Services,FCS/CPSS - Contract Management and Continuous Improvement,"Materials, Goods, and Supplies",Expense,66000.00
2024,Tax Supported,Financial and Corporate Services,Corporate Procurement and Supply Services,FCS/CPSS - Contract Management and Continuous Improvement,Personnel,Expense,2935000.00
2024,Tax Supported,Financial and Corporate Services,Corporate Procurement and Supply Services,FCS/CPSS - Contract Management and Continuous Improvement,Utilities and Other Charges,Expense,5000.00
2024,Tax Supported,Financial and Corporate Services,Corporate Procurement and Supply Services,FCS/CPSS - Procurement,External Services,Expense,311000.00
